id_produk;nama_parfum;brand;harga_teks;size;concentrate;top_notes;middle_notes;base_notes;kategori;waktu;aktivitas;gender;deskripsi_wangi;foto_url;link_toko;harga;;;
159;Beach Walk;Filosophia;Rp225.000,00;100 ml;Extrait De Parfum;sea notes, coconut;pineapple, sugarcane, bamboo;sandalwood, sand;Tropical / Marine;day;Liburan ke pantai, jalan-jalan kasual santai celana pendek, atau cuaca siang hari terik.;unisex;Awal spray: Sensasi aroma air laut asin (sea notes) yang berpadu manis gurih buah kelapa (coconut). Lama-kelamaan: Berubah menjadi sangat manis buah tropis dari nanas, tebu manis, dan rumpun bambu hijau. Akhir : Ditutup kehangatan kayu cendana lembut dan sensasi pasir pantai hangat (sand).;https://down-id.img.susercontent.com/file/id-11134207-7rasd-m3rzqa0zxkusa0.webp;https://shopee.co.id/filosophia.perfumery;225000;;;
160;CHNO;SAFF & Co;Rp189.000,00;30 ml;Extrait De Parfum;Pink pepper, Orange blossom, Pear;Coffee, Jasmin, Bitter almond, Licorice;Vanilla, Patchouli, Cedar, Cashmere wood;Gourmand / Bold;night;Date night, kerja ruangan AC dingin, pesta malam hari, atau saat ingin tampil mencolok.;female;Awal spray: Kehangatan lada pink, manisnya bunga jeruk, dan kesegaran buah pir matang juicy. Lama-kelamaan: Ledakan aroma utama kopi hitam pekat dipadu melati malam, licorice, dan almond pahit. Akhir : Ditutup sangat awet oleh manisnya vanila, patchouli, cedarwood, dan kayu cashmere seksi.;https://saffnco.com/cdn/shop/files/PDPCHNO-06_1.jpg?v=1776307393;https://shopee.co.id/saffnco;189000;;;
161;LOUI;SAFF & Co;Rp189.000,00;30 ml;Extrait De Parfum;Verbena, Green, Aldehydic;Rose, Peony, Lily of the Valley;Cedarwood, Musk;Floral / Clean;day;Kuliah, kerja kantoran harian, pakaian kemeja putih rapi, atau disemprot sehabis mandi pagi.;unisex;Awal spray: Sangat segar dari herba verbena, dedaunan hijau, dan aroma sejuk sabun mandi mewah (aldehydic). Lama-kelamaan: Menjelma menjadi buket bunga mawar mewah, peony pink, dan bunga lily gunung yang anggun. Akhir : Ditutup dengan kebersihan serat kayu cedarwood dan kelembutan bedak musk putih bersih.;https://saffnco.com/cdn/shop/files/PDP_Website_LOUI.png?v=1761703061;https://shopee.co.id/saffnco;189000;;;
162;COCO;SAFF & Co;Rp189.000,00;30 ml;Extrait De Parfum;Citrus, Floral, Green;Marine, Woody;Musky, Oriental;Oriental / Fresh;versatile;Pakaian kasual, hangout siang hari, atau sehabis mandi untuk kesegaran instan.;unisex;Awal spray: Perpaduan segar dari jeruk sitrus, tanaman hijau, dan kelopak bunga. Lama-kelamaan: Berubah sejuk seperti hembusan angin laut (marine) yang dibalut serat kayu rapi. Akhir : Ditutup aroma bedak musk dan kehangatan rempah oriental yang eksotis.;https://saffnco.com/cdn/shop/files/PDPCOCONEWBOTTLE-01.jpg?v=1770092715&width=1920;https://shopee.co.id/saffnco;189000;;;
163;Cascavel;SAFF & Co;Rp189.000,00;30 ml;Extrait De Parfum;Saffron, Orange Blossom;Jasmine, Violet, Lily of the Valley;Oakmoss, Ambergris;Amber / Floral;versatile;Acara malam hari, kencan romantis (date night), atau menghadiri acara formal.;unisex;Awal spray: Sangat mewah dari untaian rempah saffron mahal berpadu manisnya bunga jeruk. Lama-kelamaan: Menjelma menjadi buket bunga melati, violet, dan lily gunung yang anggun. Akhir : Ditutup kehangatan ambar (ambergris) dan kebersihan lumut ek (oakmoss).;https://www.metroindonesia.com/wp-content/uploads/2025/02/30ML-CASCAVEL-800x800.jpg;https://shopee.co.id/saffnco;189000;;;
164;MALEALI;SAFF & Co;Rp229.000,00;30 ml;Extrait De Parfum;Bush Juniper, Tellicherry Pepper;Palo Santo a.k.a The Tree of Life, Red Sandalwood;Nagarmotha, Sulawesi Patchouli;Woody / Earthy;night;Menghadiri acara formal, rapat bisnis penting, atau bagi pencinta wangi kayu murni.;male;Awal spray: Sensasi hangat nan tegas dari buah beri juniper dan kepekatan lada Tellicherry. Lama-kelamaan: Berubah menjadi wangi kayu suci Palo Santo dan kemewahan kayu cendana merah. Akhir : Ditutup aroma patchouli asal Sulawesi yang pekat dan membumi.;https://saffnco.com/cdn/shop/files/Maleali_a88d1e65-6501-4987-8a8b-197d5fedc468.png?v=1746429366;https://shopee.co.id/saffnco;229000;;;
165;Minouet;SAFF & Co;Rp239.000,00;30 ml;Extrait De Parfum;Starkrimson, Galbanum;Roseraie de l'Hay, Bigarade Orange, Iris Pallida;Cashmere Wood, Fior di Latte, Ambergris;Powdery / Floral;versatile;Acara semi-formal, jalan-jalan sore, atau saat ingin merasa bersih dan anggun.;female;Awal spray: Unik dari kesegaran buah apel Starkrimson dan getah galbanum hijau yang asri. Lama-kelamaan: Berubah romantis menjadi wangi kebun mawar, jeruk purut, dan keanggunan akar iris. Akhir : Ditutup kelembutan kain kasmir, gurihnya susu (fior di latte), dan ambar.;https://saffnco.com/cdn/shop/files/Launch-Minouet-PDP_White.jpg?v=1758785916;https://shopee.co.id/saffnco;239000;;;
166;SAFF;SAFF & Co;Rp229.000,00;30 ml;Extrait De Parfum;Bergamot, Mandarin, Saffron;Ylang, Lily of the valley, Jasmine/White Floral;Dryamber, Leathery, Musk;Leather / Smoky;night;Berkendara motor malam hari, hangout di lounge, atau acara pesta formal malam.;male;Awal spray: Kombinasi mewah dari jeruk bergamot, mandarin, dan mahalnya rempah saffron. Lama-kelamaan: Melembut menjadi keharuman bunga ylang-ylang, lily gunung, dan melati putih. Akhir : Ditutup aroma jaket kulit (leathery) yang maskulin, ambar kering, dan bedak musk.;https://saffnco.com/cdn/shop/files/box_botol_background_putih.png?v=1764311259;https://shopee.co.id/saffnco;229000;;;
167;MORFOSIA;SAFF & Co;Rp249.000,00;35;Extrait De Parfum;Rhubarb, Yuzu, Elletaria;Shogayu, Narcissus, Cape Jasmine;Amber, Red Cedar, haiti Vetiver;Fresh / Spicy;versatile;Kerja kreatif, hangout siang/sore ke kafe estetik, atau saat cuaca panas.;unisex;Awal spray: Sangat unik dan segar dari buah rhubarb asam-manis, jeruk yuzu, dan kapulaga. Lama-kelamaan: Muncul sensasi hangat jahe (shogayu), bunga narsis, dan melati cina yang eksotis. Akhir : Ditutup kehangatan ambar, kayu cedar merah, dan kekuatan akar wangi Haiti.;https://saffnco.com/cdn/shop/files/Morfosia_4b2e5bd5-8ed4-496d-8071-41d34417d2c2.png?v=1749799441;https://shopee.co.id/saffnco;249000;;;
168;IRAI LEIMA;SAFF & Co;Rp259.000,00;35;Extrait De Parfum;Cassis bud, Dalanghita, Pink peppercorn;Duchesse de Nemours, Water Iris, Raat Ki Rani;Ambrette, Ancient waters;Floral / Aquatics;versatile;Menghadiri pameran seni, pakaian semi-formal, atau saat ingin tampil beda.;unisex;Awal spray: Segar buah dari pucuk cassis, jeruk dalanghita lokal, dan butiran lada pink pedas. Lama-kelamaan: Berubah menjadi keanggunan wangi air iris dan mekarnya bunga sedap malam. Akhir : Ditutup aroma alami minyak ambrette dan kesegaran air kuno (ancient waters).;https://saffnco.com/cdn/shop/files/Irai_61585e36-ed14-4032-8e6d-d14f8d2d85be.png?v=1749799513;https://shopee.co.id/saffnco;259000;;;
169;ILIAD;SAFF & Co;Rp229.000,00;30 ml;Extrait De Parfum;Pink Peppercorn, Peony, Muguet;Ylang ylang, Iris, Hedione;Amber, Cashmeran, Patchouli;Floral / Musk;night;Kencan siang hari, kuliah, kerja kantoran harian, atau hangout kasual.;unisex;Awal spray: Kesegaran bunga peony pink, lily gunung, dan sentuhan lada pink pedas. Lama-kelamaan: Berubah romantis menjadi aroma bunga ylang-ylang dan kelembutan akar iris. Akhir : Ditutup kehangatan kain kasmir (cashmeran), ambar, dan patchouli bumi.;https://saffnco.com/cdn/shop/files/Iliad.png?v=1746430807;https://shopee.co.id/saffnco;229000;;;
170;XOCOLATL;SAFF & Co;Rp229.000,00;30 ml;Extrait De Parfum;Mandarin, Pear, Apple;Heliotrope, Plumeria, Maltol, Gardenia;Coconut, Musk, Sandalwood;Gourmand / Creamy;versatile;Kumpul bareng teman, pencinta wangi kue manis/kelapa, atau kencan santai sore.;unisex;Awal spray: Kesegaran buah mandarin, pir hijau, dan kerenyahan apel di menit pertama. Lama-kelamaan: Berubah menjadi sangat manis dan cantik dari bunga kamboja, heliotrope, dan gardenia. Akhir : Ditutup kelezatan buah kelapa gurih, vanilla manis, bedak musk, dan kayu cendana.;https://saffnco.com/cdn/shop/files/Artboard_1_copy_5.png?v=1757250474;https://shopee.co.id/saffnco;229000;;;
171;LAS POZAS;SAFF & Co;Rp199.000,00;30 ml;Extrait De Parfum;Datura a.k.a The Angel's Trumpet;Sumatran benzoin & Nutmeg;Cashmeran, Cedar, Sandalwood;Woody / Warm;night;Acara malam hari, saat cuaca dingin/hujan, atau bagi yang suka aroma berkarakter kuat.;unisex;Awal spray: Sangat mistis dan memikat dari keharuman bunga kecubung (datura/angel's trumpet). Lama-kelamaan: Memunculkan kehangatan rempah dari pala (nutmeg) dan kemenyan Sumatra (benzoin). Akhir : Ditutup dengan kelembutan kayu kasmir, cedarwood, dan kayu cendana yang menenangkan.;https://saffnco.com/cdn/shop/files/LAS_POZAS_PDP-03_1.jpg?v=1761239704;https://shopee.co.id/saffnco;199000;;;
172;Solaris;SAFF & Co;Rp219.000,00;30 ml;Extrait De Parfum;Bergamot, Mandarin, Violet Leaves;Orris, Freesia, Cedarwood;Vetiver, Amber, Tonka Bean;Fresh / Woody;versatile;Olahraga pagi, kerja kantoran, kuliah harian, atau aktivitas luar ruangan kasual.;unisex;Awal spray: Segar menyehatkan dari perasan jeruk bergamot, mandarin, dan sejuknya daun violet. Lama-kelamaan: Berubah menjadi aroma keanggunan akar iris, freesia, dan kekuatan kayu cedar. Akhir : Ditutup kehangatan tonka bean manis, ambar, dan ketenangan akar wangi (vetiver).;https://saffnco.com/cdn/shop/files/PDPSOLARIS03.jpg?v=1775111812&width=1920;https://shopee.co.id/saffnco;219000;;;
173;OSTARA;SAFF & Co;Rp219.000,00;30 ml;Extrait De Parfum;Raspberry. Passionfruit, Pear;Cassis Buds, Lily of the Valley;Amber, Patchouli, Heliotrope;Fruity / Sweet;day;Liburan musim panas, jalan-jalan ke mall, kasual ceria, atau hangout siang hari.;unisex;Awal spray: Ledakan manis buah tropis dari buah markisa (passionfruit), raspberry, dan pir. Lama-kelamaan: Berubah menjadi wangi pucuk cassis yang segar berpadu bunga lily gunung yang bersih. Akhir : Ditutup manisnya bunga heliotrope, patchouli bumi, dan ambar hangat yang awet.;https://saffnco.com/cdn/shop/files/pdp_ostara_box_and_bottle_bg_putih_square.jpg?v=1765872789;https://shopee.co.id/saffnco;219000;;;
174;S. O. T. B;SAFF & Co;Rp249.000,00;30 ml;Extrait De Parfum;Mandarin, Galbanum, Ylang;Tuberose, Jasmine, Orange flower;Vanilla, Tonka bean, Musk;Tropical / Creamy;day;Liburan ke pantai, pakaian kasual santai tropis, kencan sore, atau setelah mandi sore.;female;Awal spray: Nuansa liburan tropis dari jeruk mandarin segar, galbanum hijau, dan eksotisme ylang. Lama-kelamaan: Menjelma menjadi wangi bunga sedap malam (tuberose), melati, dan bunga jeruk yang pekat. Akhir : Ditutup manis gurih vanila, tonka bean, dan kelembutan bedak musk hangat.;https://saffnco.com/cdn/shop/files/box-_-botol-background-putih.png?v=1764310886;https://shopee.co.id/saffnco;249000;;;
175;OMNIA;SAFF & Co;Rp189.000,00;30 ml;Extrait De Parfum;Grapefruit, Green Notes;Rose, Floral, Iris;Woody, Heliotrope, Musk;Floral / Powdery;day;Kerja kantoran ruangan AC, kuliah harian, atau saat memakai pakaian formal rapi.;unisex;Awal spray: Kesegaran alami buah grapefruit pahit-manis yang dipadu catatan hijau dedaunan. Lama-kelamaan: Melembut menjadi wangi bunga mawar klasik dan keanggunan akar iris yang bersih. Akhir : Ditutup kelembutan aroma kosmetik kuno dari heliotrope, serat kayu, dan musk.;https://saffnco.com/cdn/shop/files/Omnia.png?v=1746432281;https://shopee.co.id/saffnco;189000;;;
176;TROUPE;SAFF & Co;Rp189.000,00;30 ml;Extrait De Parfum;Citrus/Fresh, Pear;Rose, Orange Blossom, Freesia;Patchouli, Musky, Amber;Floral / Fruity;versatile;Menghadiri pernikahan siang hari, kencan kasual, kerja kantor, atau arisan.;female;Awal spray: Sangat bersih dan segar dari perasan jeruk sitrus bercampur manisnya buah pir. Lama-kelamaan: Berubah romantis menjadi kombinasi mawar merah, bunga jeruk, dan freesia yang ceria. Akhir : Ditutup kehangatan ambar manis, patchouli bumi, dan kelembutan bedak musk.;https://saffnco.com/cdn/shop/files/Troupe.png?v=1746432610;https://shopee.co.id/saffnco;189000;;;
177;Wild Side;Cave;Rp155.900,00;50 ml;Extrait De Parfum;Bergamot, Pepper;Pepper, Lavender, Patchouli, Geranium;Cedar Woods, Labdanum;Fresh / Spicy;versatile;Karakter wangi mirip parfum desainer terkenal, cocok untuk kuliah, kerja, atau kencan siang.;male;Awal spray: Ledakan kesegaran jeruk bergamot yang dipadu kepekatan bumbu lada (pepper) hitam. Lama-kelamaan: Berubah menjadi aroma maskulin modern dari lavender, patchouli bumi, dan geranium segar. Akhir : Ditutup dengan kehangatan kayu cedarwood kokoh dan getah labdanum yang maskulin.;https://medias.watsons.co.id/publishing/WTCID-43333-side-zoom.jpg?version=1734880349;https://shopee.co.id/cave.official;155900;;;
178;Vanilla Oud;Cave;Rp225.000,00;50 ml;Extrait De Parfum;Candied mandarin, vanilla, floral;Coconut, rice, lily flower, apple blossom;Vanilla, woody notes;Gourmand / Woody;versatile;Pencinta wangi manis kue (gourmand), kencan malam hari, atau saat cuaca dingin.;male;Awal spray: Manis lezat dari manisan jeruk mandarin, vanila pekat, dan keharuman kelopak bunga. Lama-kelamaan: Unik karena tercium wangi gurih kelapa muda, nasi hangat (rice), dan bunga apel. Akhir : Ditutup manisnya vanila murni dan catatan serat kayu hangat yang menempel awet.;https://image.astronauts.cloud/product-images/2025/9/8994461400252CaveVanillaOudExtraitdeParfum50ml2_e64ae0aa-749e-416a-b2f6-b70471a1f15e_900x900.png;https://shopee.co.id/cave.official;225000;;;
179;Leather Oud;Cave;Rp155.900,00;50 ml;Extrait De Parfum;Oud wood, Incense;Raspberry, Saffron, Benzoin;Leather, Amberwood, Geranium;Woody / Spicy;versatile;Menghadiri acara formal malam hari, acara resmi keagamaan, atau bagi penikmat wangi oud sejati.;male;Awal spray: Kemewahan pekat dari asap kayu gaharu (oud wood) dan kepulan kemenyan (incense). Lama-kelamaan: Diseimbangkan secara indah oleh manisnya buah raspberry, saffron merah, dan benzoin. Akhir : Ditutup dengan aroma kuat jaket kulit (leather), ambar kayu, dan keanggunan geranium.;https://image.astronauts.cloud/product-images/2025/9/8994461400030CaveLeatherOudExtraitdeParfum50ml1_e9576a19-ec68-405c-86cc-950d0ebaefc3_900x900.png;https://shopee.co.id/cave.official;155900;;;
180;Easy Day;Cave;Rp205.000,00;50 ml;Eau De Parfum;Passion Fruit, Lime, Ginger, Red Apple;Incense, Pepper, Mint;Vanilla, Woody;Fruity / Fresh;day;Jalan-jalan santai di akhir pekan, hangout siang hari bareng teman, atau kuliah.;unisex;Awal spray: Ceria dan penuh energi dari buah markisa (passion fruit), jeruk nipis, jahe, dan apel merah. Lama-kelamaan: Memunculkan karakter unik dari kepulan kemenyan (incense), lada, dan daun mint dingin. Akhir : Ditutup dengan manis lembut vanila dan kehangatan serat kayu kasual (woody).;https://down-id.img.susercontent.com/file/id-11134207-81ztf-mfajxan96oso16;https://shopee.co.id/cave.official;205000;;;
181;Profumo;Bonjour;Rp175.000,00;100 ml;Eau De Parfum;Bergamot, sea notes;Rosemary, Sage, Geranium;Incense, patchouli;Fresh / Marine;versatile;Parfum serbaguna untuk kerja kantoran, meeting, kencan malam, atau acara formal siang-malam.;male;Awal spray: Semburan kesegaran jeruk bergamot Italia dan dinginnya catatan air laut (sea notes). Lama-kelamaan: Berubah menjadi aroma herba menenangkan dari rosemary, daun sage, dan geranium segar. Akhir : Ditutup sangat mewah oleh kepulan kemenyan (incense) hangat dan patchouli bumi yang awet.;https://down-id.img.susercontent.com/file/sg-11134201-7rd6r-lvtpnouxt70o52;https://shopee.co.id/bonjourfragrances;175000;;;
182;Bliss Roses;Bonjour;Rp250.000,00;100 ml;Eau De Parfum;Rose, Bulgarian Rose;Agarwood Saffron;Ambergris, Black Pepper;Oriental / Rose;versatile;Menghadiri pernikahan malam hari, acara resmi formal, atau kencan romantis spesial.;unisex;Awal spray: Kemewahan murni dari kelopak bunga mawar merah dan mawar Bulgaria (Bulgarian rose). Lama-kelamaan: Menjelma menjadi aroma kayu gaharu (agarwood) yang pekat dibalut mahalnya rempah saffron. Akhir : Ditutup dengan kehangatan ambar laut (ambergris) dan sengatan tipis lada hitam.;https://rumahparfum.com/33838-big_default_2x/bliss-roses-extrait-de-parfum-unisex.jpg;https://shopee.co.id/bonjourfragrances;250000;;;
183;Chant d'amour;Bonjour;Rp125.000,00;50 ml;Eau De Parfum;Blueberry Bergamot, Ginger;Rose, Jasmine;Musk, Cypress, Patchouli;Fruity / Floral;versatile;Kencan romantis siang/malam, jalan-jalan sore, menghadiri arisan, atau parfum harian.;unisex;Awal spray: Segar unik dari asam-manis buah blueberry liar, jeruk bergamot, dan kehangatan jahe. Lama-kelamaan: Menjelma menjadi buket bunga mawar merah dan melati malam yang sangat romantis. Akhir : Ditutup kelembutan bedak musk bersih, kayu cemara (cypress), dan patchouli bumi.;https://down-id.img.susercontent.com/file/sg-11134201-7rbmy-lmo3oq9flbvea0;https://shopee.co.id/bonjourfragrances;125000;;;
184;Green Tea Pour Femme;Bonjour;Rp80.000,00;30 ml;Eau De Parfum;Mint, Rhubard, Lemon, Bergamot;White Amber, Jasmine, Musk, Fennel;Carnation, Jasmine, Oakmoss, Cloves, Caraway;Tea / Fresh;versatile;Bersantai di rumah, kuliah pagi hari, sehabis mandi, atau cuaca terik.;unisex;Awal spray: Perpaduan menyegarkan dari daun mint dingin, lemon, bergamot, dan rhubarb asam manis. Lama-kelamaan: Melembut jadi keharuman teh melati yang dicampur rempah fennel. Akhir : Ditutup aroma bersih lumut ek (oakmoss), cengkeh hangat, dan bunga anyelir.;https://down-id.img.susercontent.com/file/ce82eaadd87fde6703973c38f2f3b2cd;https://shopee.co.id/bonjourfragrances;80000;;;
185;Blue Icon;Bonjour;Rp195.000,00;100 ml;Extrait De Parfum;Fig Leaf, Grapefruits, Bergamot, Water Notes;Black Pepper, Patchouli, Violet;Saffron, Tonka Bean, Incense, Musk;Fresh / Spicy;night;Bekerja profesional di kantor, meeting, kasual rapi kemeja, atau hangout sore.;male;Awal spray: Segar dari daun ara (fig leaf), jeruk grapefruit, bergamot, dan catatan air yang maskulin. Lama-kelamaan: Berubah hangat menjadi aroma lada hitam, patchouli bumi, dan kelopak violet. Akhir : Ditutup dengan kemewahan kepulan kemenyan (incense), rempah saffron, tonka bean, dan musk.;https://down-id.img.susercontent.com/file/id-11134207-7r990-lyxf3bip8vfka4;https://shopee.co.id/bonjourfragrances;195000;;;
186;Tres Chic;Bonjour;Rp125.000,00;50 ml;Eau De Parfum;Damask Rose, Saffron, Jasmine;Rose Water, Amberwood, Ambergris;Agarwood, White Musk, Cedar;Oud / Floral;night;Menghadiri pesta malam formal, kondangan, acara resmi, atau date night.;female;Awal spray: Kemewahan instan dari mawar Damask, rempah saffron merah mahal, dan melati malam. Lama-kelamaan: Menghangatkan menjadi aroma air mawar alami yang berpadu dengan keemasan ambar. Akhir : Ditutup dengan kemewahan kayu gaharu (agarwood), kayu cedar, dan bedak musk putih.;https://down-id.img.susercontent.com/file/sg-11134201-7rblz-lmo3oyuj3t7t06;https://shopee.co.id/bonjourfragrances;125000;;;
187;My Wish;Bonjour;Rp150.000,00;100 ml;Eau De Parfum;Kiwi, Pink Pepper, Rhuburb;Watermelon, Jasmine, Cyclamen;Lemon, Sandalwood, Musk;Fruity / Fresh;versatile;Jalan-jalan kasual ke mall, hangout siang hari bersama teman, atau setelah berolahraga.;female;Awal spray: Ceria dan asam manis dari potongan buah kiwi segar, rhubarb, dan sejumput lada pink. Lama-kelamaan: Berubah sangat berair dan juicy dari buah semangka (watermelon) dan melati. Akhir : Ditutup kesegaran perasan lemon, kayu cendana lembut, dan bedak musk bersih.;https://down-id.img.susercontent.com/file/sg-11134201-23010-1f3etpr7womv6e;https://shopee.co.id/bonjourfragrances;150000;;;
